id,title,description,project_url,doi,language,upload_date,download_date,repository_folder,project_folder,download_method,query_string,repository_name,repository_url
724,Data from: Clinical EEG slowing correlates with delirium severity and predicts poor clinical outcomes,"Objective
To determine which findings on routine clinical EEGs correlate with delirium severity across various presentations, and to determine whether EEG findings independently predict important clinical outcomes.

Methods
We prospectively studied a cohort of non-intubated inpatients undergoing EEG for evaluation of altered mental status. Patients were assessed for delirium within one hour of EEG using the 3-Minute Diagnostic Interview for Confusion Assessment Method (3D-CAM) and 3D-CAM severity score (3D-CAM-S). EEGs were interpreted clinically by neurophysiologists, and reports were reviewed to identify features such as theta or delta slowing and triphasic waves. Generalized linear models were used to quantify associations between EEG findings, delirium, and clinical outcomes, including length of stay, Glasgow Outcome Scale scores, and mortality.
 
Results
We evaluated 200 patients (median age 60 years, IQR 48.5-72); 121 (60.5%) met delirium criteria. The EEG finding most strongly associated with delirium presence was a composite of generalized theta or delta slowing (OR 10.3, 95% CI 5.3-20.1). The prevalence of slowing correlated not only with overall delirium severity (R2 = 0.907), but also with the severity of each feature assessed by CAM-based delirium algorithms. Slowing was common in delirium even with normal arousal. EEG slowing was associated with longer hospitalizations, worse functional outcomes, and increased mortality, even after adjusting for delirium presence or severity.

Conclusions
Generalized slowing on routine clinical EEG strongly correlates with delirium and may be a valuable biomarker for delirium severity. Additionally, generalized EEG slowing should trigger elevated concern for the prognosis of patients with altered mental status.",https://datadryad.org/dataset/doi:10.5061/dryad.tv06pt2,https://doi.org/doi:10.5061/dryad.tv06pt2,en,2019-10-02,2026-03-23T20:25:58.105631+00:00,dryad,29309,API-CALL,interview study,dryad,https://datadryad.org
725,Data from: Crop feeding by brown howlers (Alouatta guariba clamitans) in forest fragments: the conservation value of cultivated species,"Primates inhabiting human-modified habitats often complement their diets with cultivated species. Although this flexible foraging behavior reduces feeding stress in animals inhabiting small or low-quality habitats, its potential economic costs may promote negative human–nonhuman primate interactions. It is critical to assess the importance of cultivated species to primate diets, the factors influencing their exploitation, and their associated economic costs to evaluate the conservation value of cultivated species and the impact of crop feeding on human–nonhuman primate coexistence. Based on a 30-months study of three groups of brown howlers (Alouatta guariba clamitans) inhabiting <10-ha forest fragments in Rio Grande do Sul State, southern Brazil, and semistructured interviews with landowners, we assessed 1) the cultivated species used as food sources, 2) the relationship between food availability and crop feeding, and 3) the potential economic costs of crop feeding and their impact on landowner–howler coexistence. Brown howlers exploited six cultivated species as fruit or seed sources. This exploitation was concentrated on ripe fruit of Psidium guajava, Citrus reticulata, Diospyros kaki, and Eriobotrya japonica, which together accounted for up to 32% of total feeding records during some months. Availability predicted fruit consumption for three of these species. The overall availability of cultivated fruit also predicted its consumption, whereas overall wild fruit availability did not. Despite potential economic costs of crop feeding (US$320–US$1141 per year), landowners reported no conflict with howlers arising from their behavior, an amicable response that supports the conservation value of cultivated plants in different landscape elements of the anthropogenic matrix.",https://datadryad.org/dataset/doi:10.5061/dryad.sj70r00,https://doi.org/doi:10.5061/dryad.sj70r00,en,2019-05-28,2026-03-23T20:26:00.658474+00:00,dryad,26561,API-CALL,interview study,dryad,https://datadryad.org
726,Data from: Cerebral white matter lesions and affective episodes correlate in male individuals with bipolar disorder,"Background: Cerebral white matter lesions (WML) have been found in normal aging, vascular disease and several neuropsychiatric conditions. Correlations of WML with clinical parameters in BD have been described, but not with the number of affective episodes, illness duration, age of onset and Body Mass Index in a well characterized group of euthymic bipolar adults. Herein, we aimed to evaluate the associations between bipolar course of illness parameters and WML measured with volumetric analysis. Methods: In a cross-sectional study 100 euthymic individuals with BD as well as 54 healthy controls (HC) were enrolled to undergo brain magnetic resonance imaging using 3T including a FLAIR sequence for volumetric assessment of WML-load using FSL-software. Additionally, clinical characteristics and psychometric measures including Structured Clinical Interview according to DSM-IV, Hamilton-Depression, Young Mania Rating Scale and Beck’s Depression Inventory were evaluated. Results: Individuals with BD had significantly more (F = 3.968, p < .05) WML (Mdn = 3710mm3; IQR = 2961mm3) than HC (Mdn = 2185mm3; IQR = 1665mm3). BD men (Mdn = 4095mm3; IQR = 3295mm3) and BD women (Mdn = 3032mm3; IQR = 2816mm3) did not significantly differ as to the WML-load or the number and type of risk factors for WML. However, in men only, the number of manic/hypomanic episodes (r = 0.72; p < .001) as well as depressive episodes (r = 0.51; p < .001) correlated positively with WML-load. Conclusions: WML-load strongly correlated with the number of manic episodes in male BD patients, suggesting that men might be more vulnerable to mania in the context of cerebral white matter changes.",https://datadryad.org/dataset/doi:10.5061/dryad.458rf,https://doi.org/doi:10.5061/dryad.458rf,en,2015-08-11,2026-03-23T20:26:02.724505+00:00,dryad,14651,API-CALL,interview study,dryad,https://datadryad.org
727,"The capacity challenge: Governing in an era of rapid scientific, technological, and economic change","<p dir=""ltr"">In this research, we examined how public regulatory agencies respond to rapidly emerging technologies. Our study examined the role of the Food and Drug Administration as it manages first-in-human clinical trials using CRISPR/Cas-9 gene editing technologies and we examined both state and federal regulators who are managing the introduction of connected and autonomous vehicle (CAV) technologies. The research builds on a concept of ""absorptive capacity"" that examines the types of investments firms make in fields of rapidly emerging technologies that allow them to remain competitive. Prior to our study, this concept had not been applied in the public sector. We found that public sector agencies, when they have the budget to do so, make similar kinds of investments to ensure that they can perform their legislatively mandated roles.  Because public sector agencies are sometimes constrained in their ability to make such investments (e.g., lack of budget; barriers to recruitment), many agencies find creative ways to bolster their own technical capacity. In fact, this can be a preferred strategy when building up internal capacity might take too much time. Our research indicates that the public sector agencies asked to determine, as a matter of public policy, the likely risks and benefits of CRISPR/Cas-9 and CAV emerging technologies bring significant expertise to the table and, in many cases, do not lag their private sector counterparts in their technical understanding of the technologies they are asked to review. An important feature of our research is that we studied agencies that, because they provide access to markets for new technologies, often have the support of regulated actors who enjoy the benefits of having received a stamp of safety or effectiveness.  We believe that this support from the regulated sector may be important in providing agencies with the resources, including political legitimacy, they need to be able to maintain expertise. The research",https://datadryad.org/dataset/doi:10.6078/D1NM58,https://doi.org/doi:10.6078/D1NM58,en,2023-01-20,2026-03-23T20:26:04.136583+00:00,dryad,44515,API-CALL,interview study,dryad,https://datadryad.org
728,Participatory Mapping Reveals Sociocultural Drivers of Forest Fires in Protected Areas of the Post-Conflict Colombian Amazon,"1.	Wildfires have increased in protected areas (PAs) of the Colombian Amazon following the 2016 peace agreement between the Government and the Revolutionary Armed Forced of Colombia (FARC – Spanish acronym). Recent study efforts to understand this issue suffer from data scarcity and limited consultation of local stakeholder perspectives on factors affecting wildfires.   2.	  This study uses a social-ecological systems framework to investigate local perceptions of factors driving and / or preventing wildfires in the Los Picachos, La Macarena and Tinigua PAs, which are shared by two Amazonian departments experiencing wildfire increase. Four stakeholder categories were selected to represent varied and possibly conflicting interests: cattle ranchers, the national park service, local authorities and cross-sectional stakeholders. We combined a participative mapping approach with interviews to illustrate stakeholder perceptions of interactions between key variables in graphical causal models. Network analyses were used to determine areas of agreement on key variables, and to compare local priorities with those of key informants at the national level.  3.	  Local stakeholders and key informants widely agreed on the roles of extensive cattle ranching and land-grabbing as key drivers of wildfires. The analysis identified areas for further research into wildfire occurrence within PAs including lack of governance and untitled land, as well as the effects of poor access to basic public services on unsustainable ranching methods.  4.	  This study revealed contested opinions between ranchers and other stakeholders over interactions between ranching, roads and illicit crops, and consequently their effects on wildfire occurrence. This indicates the need for cautious implementation of the National Development Plan, prioritising road maintenance over expansion, integrating arable alternatives to cattle ranching, and considering multiple stakeholders in regional decision-making around ",https://datadryad.org/dataset/doi:10.5061/dryad.cz8w9gj3n,https://doi.org/doi:10.5061/dryad.cz8w9gj3n,en,2021-05-13,2026-03-23T20:26:05.300420+00:00,dryad,68437,API-CALL,interview study,dryad,https://datadryad.org
729,Naknek River subsistence salmon harvest assessment,"<p>This project provides updated information about the harvests of salmon by the communities of King Salmon, Naknek, and South Naknek, Alaska. This project details the results of a household survey administered for the study years of 2017 and 2018 for harvests and uses of wild salmon by households in these Bristol Bay Borough communities. In addition to the results from the household survey data set, the resulting report includes information from in-depth interviews conducted with key respondents and during participant observation fishing trips. The three study communities are located along the Naknek River in Bristol Bay in Southwest Alaska. As in the past, during the 2017 and 2018 study years, many residents of these study communities relied on fishing for nutrition and to support their way of life. The household surveys found that, in both study years, subsistence harvests of salmon were important in the communities: more than 70% of the number of salmon harvested for King Salmon, and more than 80% of the salmon harvested for Naknek and South Naknek, were caught by subsistence net. Overall, the per capita harvests in 2017 were: 79 lb per capita in King Salmon, 138 lb per capita in Naknek, and 194 lb per capita in South Naknek. Sockeye salmon, followed by either Chinook salmon or coho salmon, composed the largest portions of salmon harvests (in pounds usable weight) for the three communities in 2017. In 2018, the harvests of salmon increased to 116 lb per capita for King Salmon, but decreased to 108 lb per capita for Naknek, and for South Naknek the per capita harvest decreased to 116 lb. Mirroring 2017, for study year 2018 sockeye salmon, followed by either Chinook salmon or coho salmon, composed the largest portions of salmon harvests for the three study communities. This study is part of the effort to collect data about the full range of wild salmon harvests and uses, and areas of harvest, to understand in all its complexity the importance of salmon as a subsis",https://datadryad.org/dataset/doi:10.5061/dryad.bg79cnp8m,https://doi.org/doi:10.5061/dryad.bg79cnp8m,en,2020-10-05,2026-03-23T20:26:14.207450+00:00,dryad,51798,API-CALL,interview study,dryad,https://datadryad.org
730,Double burden of malnutrition in two Nigerian states,"<p style=""text-align:justify;margin-bottom:11px;""><b>Background: </b>Double burden of malnutrition (DBM) is the co-existence of overweight/obesity and undernutrition. Rising prevalence rates of childhood overweight/obesity in Nigeria have been reported, whilst undernutrition continues to be prevalent. This study aimed to estimate the prevalence and distribution of underweight, stunting, thinness, overweight/obesity, and the DBM among school-aged children and adolescents in Gombe and Osun States in Nigeria.</p>

<p style=""text-align:justify;margin-bottom:11px;""><b>Methods: </b>This was a community-based cross-sectional study carried out in Osun and Gombe States in 2019 – 2020. A total of 1,200 children aged 6 – 19 years were recruited using multi-stage sampling technique. Weight, height and data on demographic, socio-economic, household/family characteristics of the children were collected using structured interviewer administered questionnaires. Nutritional status was calculated using the WHO 2007 reference values using BMI-for-age (thinness, overweight/obesity), height-for-age (stunting) and weight-for-age (underweight). DBM was described at the population and individual levels.<b> </b></p>

<p style=""text-align:justify;margin-bottom:11px;""><b>Results: </b>The mean age of the respondents was 11.6 ± 3.8 years. The overall prevalence rate of stunting was 34.9%, underweight was 13.5%, thinness was 10.3% and overweight/obese was 11.4% and 4.0% had individual level DBM, which typifies the DBM at individual and population levels. These rates differed significantly across demographic, socio-economic and household/family characteristics (p &lt; 0.05). Gombe State, which is in the Northern part of Nigeria, had significantly higher burden of stunted, underweight and thin children than Osun State, while Osun State, in the Southern part of Nigeria, had a significantly higher burden of overweight/obesity.</p>

<p><b>Conclusions: </b>The study found evidence of DBM both at",https://datadryad.org/dataset/doi:10.5061/dryad.qnk98sfh0,https://doi.org/doi:10.5061/dryad.qnk98sfh0,en,2021-10-13,2026-03-23T20:26:16.764171+00:00,dryad,71038,API-CALL,interview study,dryad,https://datadryad.org
731,Catering to the Patient,"<p class=""western"" lang=""en-US"" style=""margin-bottom:12px;text-align:left;""><strong>Introduction</strong>: It has been shown that communication skills acquired during undergraduate medical education are of great importance. Hence, many countries require teaching communication as part of their medical curricula. To assess students’ learning progress, “Catering to the Patient”, as an aspect of showing empathy, should be evaluated. Since there was no description of a validated instrument fitting for this purpose, one had to be developed. To describe its process of development and its psychometric properties were the aims of this study.</p>

<p class=""western"" lang=""en-US"" style=""margin-bottom:12px;text-align:left;""><span style=""background:transparent none 0% 0%;""><font><b>Methods:</b></font><font> Based on the Calgary-Cambridge Observation Guide (CCOG), items </font><font>describing catering to the patient</font><font> were selected and modified. </font><font>Cognitive pretest interviews were conducted to check understandability. Therefore, 7 raters assessed 1 video (R=7, V=1). In the following pilot study (R=3, V=10) first psychometric properties were evaluated and necessary corrections in the preliminary evaluation form were carried out before the final evaluation form was used to assess students’ ability to cater to the patient and psychometric properties were described in detail (R=2, V=35).</font></span></p>

<p class=""western"" lang=""en-US"" style=""margin-bottom:12px;text-align:left;""><span style=""background:transparent none 0% 0%;""><font><b>Results:</b></font><font> The final assessment instrument, “Catering to the Patient”, contains 11 checklist items and two global ratings </font><font>(items 12 and 13)</font><font>. In the final evaluation, the inter-rater reliability (IRR) ranged from 0 to 0.562, </font><font>the median was </font><font><i>r</i></font><font>=0.305</font><font>. Concerning item 13 </font><font>(a global rating)</font><font>, 88.6% of the vi",https://datadryad.org/dataset/doi:10.5061/dryad.qjq2bvqcw,https://doi.org/doi:10.5061/dryad.qjq2bvqcw,en,2022-05-10,2026-03-23T20:26:20.237911+00:00,dryad,47328,API-CALL,interview study,dryad,https://datadryad.org
732,"Knowledge, attitude and practice of the local people towards human-carnivore coexistence in Faragosa-Fura landscape, Gamo Zone, Southern Ethiopia ","<p>Local people's knowledge, attitudes, and practices (KAP) have played an important role in human-wildlife coexistence and have received increased attention in biodiversity conservation. However, studies on the KAP of local people towards human-carnivore coexistence (HCC) are scarce, species-specific, or limited to the protected areas. Therefore, we investigated the local people's KAP towards carnivores’ coexistence with humans, the problem of livestock, and mitigation practices in a human-dominated landscape of Southern Ethiopia. We collected the data from 352 households’ interviews using a semi-structured questionnaire and photographic sampling. The respondents mentioned 13 carnivores coexisting with local people belonging to six families. Eighty-five percent of the respondents perceived carnivores as problematic species and expressed a negative attitude towards them, primarily due to the damage they caused to their livestock. Respondents who had better knowledge of carnivores also showed a positive attitude towards carnivores. The cluster analysis showed that the spotted hyena, serval, leopard, common genet, and black-backed jackal were grouped under a high-threat cluster. Chickens and goats were the most threatened livestock reported by respondents. The main predation control methods reported were guarding and fencing for larger livestock and keeping chickens indoors during the night. The regression models predicted that males and literate respondents had better knowledge of carnivores than females and illiterates. The respondents who owned more livestock experienced more damage to livestock, and females showed a negative attitude towards carnivores. Although the study area is the critical conservation value of the 13 carnivore species, livestock predation by carnivores, the local people’s negative attitude towards carnivores, and lethal predation control methods practiced by local people were affecting HCC in the area. The findings call for conservation action",https://datadryad.org/dataset/doi:10.5061/dryad.hx3ffbgg7,https://doi.org/doi:10.5061/dryad.hx3ffbgg7,en,2022-01-24,2026-03-23T20:26:24.620012+00:00,dryad,82759,API-CALL,interview study,dryad,https://datadryad.org
733,"Data from: The role of the introduced rusa deer Cervus timorensis for wildlife hunting in West Papua, Indonesia","<p>The rusa deer has been introduced to Merauke region and later to Vogelkop Peninsula in Indonesian New Guinea (West Papua) in 1928. It has widely dispersed across much of the West Papuan lowlands, but little is known on population size and its role for the livelihoods of rural communities. Here, our aim was to assess the population status of rusa deer, and to investigate the extent of hunting practices on this mammal in West Papua.</p>

<p>We conducted camera trapping and line transect surveys simultaneously to estimate rusa deer population abundance in the Kwoor basin of the Tambrauw regency, Papua Barat province, Indonesia. We also interviewed hunters (n = 134), informants (n = 9) and households (n = 91) to assess hunting patterns and socioeconomic importance of rusa deer across fifteen districts of the Tambrauw regency.</p>

<p>We estimated rusa deer density within a 48 km² forested area at 10.34 (5.36–19.98) and 21.04 individuals/km² using line transect and N-mixture modeling approach using camera trapping data, respectively. Both density estimates are considerably higher than those from its native range in Java and Bali (0.08 individual/km²). Almost 92% of hunters reported that they hunted rusa deer in their traditional forests, being the most frequent amongst the 18 hunted species, particularly for commercial (62%) and subsistence (38%) purposes.  </p>

<p>Our results suggest that traditional hunting has become a significant livelihood activity and important income source in the study area. It is therefore imperative to identify potential management strategies on wildlife hunting while also considering that the high densities of introduced rusa deer may potentially exert adverse effects on native flora and fauna.</p>

<p>This study further suggests that traditional knowledge (locally called ‘sasi’ system) and wildlife taboos still govern wildlife hunting and utilization of forest resources in West Papua, and these need to play a role in integrated co",https://datadryad.org/dataset/doi:10.5061/dryad.fttdz08tp,https://doi.org/doi:10.5061/dryad.fttdz08tp,en,2021-11-16,2026-03-23T20:26:28.975072+00:00,dryad,77062,API-CALL,interview study,dryad,https://datadryad.org
734,Forbidden fruits? Ecosystem services from seed dispersal by fruit bats in the context of latent zoonotic risk,"<p>Old world fruit bats are important seed dispersers of forest plants as well as of commercial fruit crops. Bats scatter seeds across landscapes and also aggregate (clump) seeds under feeding and roosting trees. In agroforestry landscapes, bat frugivory and seed dispersal can result in simultaneous accrual of socio-economic benefits and costs to humans, which may be further affected by human health risks from zoonotic spillover through human-bat interactions. In our study, we used an integrated approach to assess socio-economic benefits (from seed dispersal) and costs (from frugivory) from bats, in relation to latent zoonotic risk. We carried out the study in five agroforestry landscapes along India’s Western Ghats, for selected commercial fruit crops (cashew, areca, banana, and other pulpy/fleshy fruits). Specifically, we hypothesized that people’s perceptions of benefits from fruit bats would be correlated with measured extents of clumped seed dispersal in fruit plantations. We conducted ecological studies to investigate the effects of fruit crop type and plantation attributes on clump-dispersal, and in turn, on perceived “net benefits” assessed from interviews with plantation-associated people. We then explored associations between perceived socio-economic net benefits and spatial data on disease risk factors for fruit-bat-linked henipavirus transmission. We found that the extent of bat-mediated clump-dispersal was highest for cashew, especially in isolated plantations. People’s perceptions of benefits from fruit bats matched the measured extents of clump-dispersal of cashew and areca. These benefits came with some costs from scatter-dispersal and damage to other fleshy fruits from frugivory by bats. Interestingly, we did not detect tradeoffs between perceived net benefits from bats and disease risk, which is of significance for bat conservation and its implications for human well-being. Overall, our results highlight that bat-mediated seed dispersal needs to be",https://datadryad.org/dataset/doi:10.5061/dryad.w3r2280s5,https://doi.org/doi:10.5061/dryad.w3r2280s5,en,2021-12-29,2026-03-23T20:26:32.395377+00:00,dryad,81574,API-CALL,interview study,dryad,https://datadryad.org
735,Developing and validating the psychosocial burden among people seeking abortion scale (PB-SAS),"<p>While there is a large body of research demonstrating that having an abortion is not associated with adverse mental health outcomes, less research has examined which factors may contribute to elevated levels of mental health symptoms at the time of abortion seeking. This study aims to develop and validate a novel tool to measure dimensions of psychosocial burden experienced by people seeking abortion in the United States. To develop scale items, we reviewed the literature including existing measures of stress and anxiety and conducted interviews with experts in abortion care and with patients seeking abortion. Thirty-five items were administered to 784 people seeking abortion at four facilities located in three U.S. states. We used exploratory factor analysis (EFA) to reduce items and identify key domains of psychosocial burden. We assessed the predictive validity of the overall scale and each sub-scale, by assessing their associations with validated measures of perceived stress, anxiety, and depression using multivariable linear regression models.  Factor analyses revealed a 12-item factor solution measuring psychosocial burden seeking abortion, with four subdomains: structural challenges, pregnancy decision-making, lack of autonomy, and others’ reactions to the pregnancy. The alpha reliability coefficients were acceptable for the overall scale (α=0.83) and each subscale (ranging from α= 0.82-0.85). In adjusted analyses, the overall scale was significantly associated with stress, anxiety and depression, and each subscale was significantly associated with each mental health outcome. This new scale offers a practical tool for providers and researchers to empirically document the factors associated with people’s psychological well-being at the time of seeking an abortion. Findings suggest that the same restrictions that claim to protect people from mental health harm may be increasing people’s psychosocial burden and contributing to adverse psychological outcomes a",https://datadryad.org/dataset/doi:10.7272/Q6X63K6C,https://doi.org/doi:10.7272/Q6X63K6C,en,2020-11-18,2026-03-23T20:26:32.432607+00:00,dryad,57385,API-CALL,interview study,dryad,https://datadryad.org
736,Data from: Spontaneous forest regrowth in South-West Europe: consequences for nature’s contributions to people,"<p><b><i>Context</i></b> European forests are expanding and becoming denser following the widespread abandonment of farmland and rural areas. Yet, little is known about the goods and services that spontaneous forest regrowth provide to people.</p>

<p><b><i>Aims </i></b>We assessed the changes in nature’s contributions to people (NCP) from spontaneous forest regrowth, i.e. forest expansion and densification, in South-West Europe.</p>

<p><b><i>Methods </i></b>We investigated 65 forest plots in four different landscapes with contrasting ecological and societal contexts. Two landscapes are located in rural areas undergoing human exodus and forest expansion and densification; the other two, in peri-urban areas with intense land use and forest densification but negligible expansion. For each forest plot, we estimated variables related to ten out of the 18 main NCP defined by the Intergovernmental Science-Policy Platform on Biodiversity and Ecosystem Services (IPBES). Regulating and material NCP were addressed using variables measured in the field as proxies. Non-material NCP were studied through stakeholder interviews.</p>

<p><b><i>Results </i></b>Our results show across the cases that forest expansion and densification is generally associated with greater climate regulation and energy provision. Changes in other NCP, especially in non-material ones, were strongly context-dependent. The social perception of spontaneous forest regrowth was primarily negative in rural areas and more positive in peri-urban landscapes.</p>

<p><b><i>Conclusion </i></b>Passive restoration through spontaneous forest expansion and densification can enhance regulating and material NCP, especially when adaptive management is applied. To optimise NCP and to increase the societal awareness of and interest in spontaneous forest regrowth, the effects of this process should be analysed in close coordination with local stakeholders to unveil and quantify the many and complex trade-offs involv",https://datadryad.org/dataset/doi:10.5061/dryad.z612jm69k,https://doi.org/doi:10.5061/dryad.z612jm69k,en,2020-10-06,2026-03-23T20:26:34.960357+00:00,dryad,55224,API-CALL,interview study,dryad,https://datadryad.org
737,Data from: Spontaneous forest regrowth in South-West Europe: consequences for nature’s contributions to people,"<p><b><i>Context</i></b> European forests are expanding and becoming denser following the widespread abandonment of farmland and rural areas. Yet, little is known about the goods and services that spontaneous forest regrowth provide to people.</p>

<p><b><i>Aims </i></b>We assessed the changes in nature’s contributions to people (NCP) from spontaneous forest regrowth, i.e. forest expansion and densification, in South-West Europe.</p>

<p><b><i>Methods </i></b>We investigated 65 forest plots in four different landscapes with contrasting ecological and societal contexts. Two landscapes are located in rural areas undergoing human exodus and forest expansion and densification; the other two, in peri-urban areas with intense land use and forest densification but negligible expansion. For each forest plot, we estimated variables related to ten out of the 18 main NCP defined by the Intergovernmental Science-Policy Platform on Biodiversity and Ecosystem Services (IPBES). Regulating and material NCP were addressed using variables measured in the field as proxies. Non-material NCP were studied through stakeholder interviews.</p>

<p><b><i>Results </i></b>Our results show across the cases that forest expansion and densification is generally associated with greater climate regulation and energy provision. Changes in other NCP, especially in non-material ones, were strongly context-dependent. The social perception of spontaneous forest regrowth was primarily negative in rural areas and more positive in peri-urban landscapes.</p>

<p><b><i>Conclusion </i></b>Passive restoration through spontaneous forest expansion and densification can enhance regulating and material NCP, especially when adaptive management is applied. To optimise NCP and to increase the societal awareness of and interest in spontaneous forest regrowth, the effects of this process should be analysed in close coordination with local stakeholders to unveil and quantify the many and complex trade-offs involv",https://datadryad.org/dataset/doi:10.5061/dryad.z612jm69k,https://doi.org/doi:10.5061/dryad.z612jm69k,en,2020-10-06,2026-03-23T20:26:34.962988+00:00,dryad,55224,API-CALL,interview study,dryad,https://datadryad.org
738,"Data from: Discovery of a multi-species shark aggregation and parturition area in the Ba Estuary, Fiji Islands","Population declines in shark species have been reported on local and global scales, with overfishing, habitat destruction and climate change posing severe threats. The lack of species-specific baseline data on ecology and distribution of many sharks, however, makes conservation measures challenging. Here we present a fisheries-independent shark survey from the Fiji Islands, where scientific knowledge on locally occurring elasmobranchs is largely still lacking despite the location’s role as a shark hotspot in the Pacific. Juvenile shark abundance in the fishing grounds of the Ba Estuary (north-western Viti Levu) was assessed with a gillnet- and longline-based survey from December 2015 to April 2016. A total of 103 juvenile sharks identified as blacktip Carcharhinus limbatus (n = 57), scalloped hammerhead Sphyrna lewini (n = 35), and great hammerhead Sphyrna mokarran (n = 11) sharks were captured, tagged, and released. The condition of umbilical scars (68 % open or semi-healed), mean sizes of individuals (± SD) (C. limbatus: 66.5 ± 3.8 cm, S. lewini:  51.8 ± 4.8 cm, S. mokarran 77.4 ± 2.8 cm), and the presence of these species over recent years (based on fishermen interviews), suggest that the Ba Estuary area is a critical habitat for multiple species that are classified as “Near Threatened” or “Endangered”. Specifically, the area likely acts as a parturition ground over the studied period, and potentially as a subsequent nursery area. We identified subareas of high abundance and found that temperature, salinity and depth acted as small-scale environmental drivers of shark abundance. The data suggests a tendency for species-specific spatial use, both horizontally (i.e. between sampling areas) and vertically (i.e. across the water column). These results enhance the understanding of shark ecology in Fiji and provide a scientific basis for the implementation of local conservation strategies that contribute to the protection of these threatened species.",https://datadryad.org/dataset/doi:10.5061/dryad.77k3k6n,https://doi.org/doi:10.5061/dryad.77k3k6n,en,2019-05-04,2026-03-23T20:26:41.159336+00:00,dryad,19235,API-CALL,interview study,dryad,https://datadryad.org
739,Data from: Socioeconomic determinants of outcome after childhood arterial ischemic stroke,"Objective: To determine whether lower socioeconomic status (SES) is associated with worse one-year neurological outcomes and reduced access to rehabilitation services in children with arterial ischemic stroke (AIS).
Methods: From 2010-2014, Vascular Effects of Infection in Pediatric Stroke observational study prospectively enrolled and confirmed 355 children (29 days -18 years) with AIS at 37 international centers. SES markers measured via parental interview included annual household income (US dollars (USD)) at time of enrollment, maternal education level, and rural/suburban/urban residence. Receipt of rehabilitation services was measured by parental report. Pediatric Stroke Outcome Measure (PSOM) scores were categorized as 0-1, 1.5-3, 3.5-6, 6.5-10. Univariate and multivariable ordinal logistic regression models examined potential predictors of outcome.
Results: At 12±3 months post-stroke, 320 children had documented outcome measurements, including 15 who had died.  In univariate analysis, very low income (<$10,000 USD), but not other markers of SES, was associated with worse outcomes (OR 3.13, 95% CI:1.43-6.88; p=0.004). In multivariable analysis, including adjustment for stroke etiology, this association persisted (OR 3.17, 95% CI:1.18-8.47; p=0.02). Income did not correlate with receiving rehabilitation services at one-year post-stroke; however, quality and quantity of services were not assessed.
Conclusions: In a large multinational, prospective cohort of children with AIS, low income was associated with worse neurological outcomes when compared to those with higher income levels. This difference was not explained by stroke type, neurological comorbidities, or reported use of rehabilitation services. The root causes of this disparity are not clear, and warrant further investigation.",https://datadryad.org/dataset/doi:10.5061/dryad.vp34f2q,https://doi.org/doi:10.5061/dryad.vp34f2q,en,2019-05-02,2026-03-23T20:26:41.614010+00:00,dryad,16344,API-CALL,interview study,dryad,https://datadryad.org
740,Data from: Utilization of health services in a resource-limited rural area in Kenya: prevalence and associated household-level factors,"Introduction
Knowledge of utilization of health services and associated factors is important in planning and delivery of interventions to improve health services coverage. We determined the prevalence and factors associated with health services utilization in a rural area of Kenya. Our findings  inform the local health management in development of appropriately targeted interventions.
Methods and Results
We used a cluster sample survey design and interviewed household key informants  on history of illness for household members and health services utilization in the preceding month. We estimated prevalence and performed random effects logistic regression to determine the influence of individual and household level factors on decisions to utilize health services. 
1230/6,440 (19.1%, 95% CI: 18.3%-20.2%) household members reported an illness. Of these, 76.7% (95% CI: 74.2%-79.0%) sought healthcare in a health facility. The majority (94%) of the respondents visited dispensary-level facilities and only 60.1% attended facilities within the study sub-counties.  Of those that did not seek health services, 43% self-medicated by buying non-prescription drugs,  20% thought health services were too costly,  and 10% indicated that the sickness was not serious enough to necessitate visiting a health facility. In the multivariate analyses, relationship to head of household was associated with utilization of health services. Relatives other than the nuclear family of the head of household were five times less likely to seek medical help (Odds Ratio 0.21 (95% CI: 0.05-0.87).
Conclusion
Dispensary level health facilities are the most commonly used by members of this community, and relations at the level of the household  influence utilization of health services during an illness. 
These data enrich the perspective of the local health management to better plan the allocation of healthcare resources according to need and demand. The findings will also contribute in the developme",https://datadryad.org/dataset/doi:10.5061/dryad.mv5t7,https://doi.org/doi:10.5061/dryad.mv5t7,en,2018-02-15,2026-03-23T20:26:47.565986+00:00,dryad,4787,API-CALL,interview study,dryad,https://datadryad.org
